review_text,stars,date
"I love the new iPhone 17 Pro Max, it has been a pleasant experience upgrading from my iPhone 15 Pro Max. There isn’t a laundry list of differences, but it feels well done and offers a polished experience. The camera looks great, battery life has been good, and the design makes the phone much more comfortable to hold (even with a case). I am happy with the design refresh, as it is the only real refresh we’ve had since the 11 Pro series, and the aluminum paired with the vapor chamber has made this phone run much cooler and smoother. Overall I am very pleased with this new generation of iPhone, and I have no regrets upgrading.","Rated 5.0 out of 5,",Review submitted a week ago
"I just got it today. Very nice design and feel with the big bump, which finally doesn’t rock on the table and has way better sustained performance and battery life. With the vapor chamber cooling, it barely gets hot, unlike my 15 pro max which was burning to touch while charging, causing lower performance and battery life. A massive upgrade for people who want to play games, edit, or take photos with better sustained performance or for people who just want to look at it, as the new Pro is way more eye-catching rather than minimalistic because the orange colour is very bold and is finally a phone that’s different aesthetically.

Con’s:
Stock is scarce here in nz. Expect to wait until November if you didn’t get September batch
You need a screen protector and case as seen on ...","Rated 4.0 out of 5,",Review submitted a week ago
"I found the device to not be much of drastic change initially versus my 14 pro-max. It is clearly is faster, has a better image and sound, and features tremendously longer battery life. The beta 26 software is also pretty cool and very quick. I am not finding many issues so far other than difficulty in backing up the unit that appears to be more of security/beta 26 issue.

Overall, I am very pleased with my purchase.","Rated 5.0 out of 5,",Review submitted a week ago
"Very much enjoying my new iPhone 17 Pro Max. Loaded with features and in a powerful package. There are so many negative trolls out there that speak ill rhetoric. They are desperate. Ignore them. The phone is great. Solid, reliable, and with a good case it won’t scratch! If you bend it double, it may break. Duh! Get one and just enjoy all the features and technology!","Rated 5.0 out of 5,",Review submitted 6 days ago
"The iPhone 17 Pro Max just feels different the moment you pick it up—lighter in the hand thanks to titanium, but still solid and premium. The weight is balanced so it doesn’t feel bulky, even with its big screen. It’s smooth, fast, and effortless to use, whether you’re snapping photos, gaming, or just scrolling. Everything about it feels like Apple finally nailed power and comfort in one device.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"The I phone 17 pro max is a very good mobile phone that stays cool when gaming and has a great battery life and feels nice in your hand with more rounded edges.I upgraded from a 16pro max and definitely see and feel a difference but if your upgrading from an older generation it’s worth it,I’ve put a cheap thin see through case on it from day 1 and have had no problems no scratches or bends and I have sat on it a few times now (forgot it was in my back pocket)","Rated 5.0 out of 5,",Review submitted a week ago
"This is the most difficult phone to install that I have ever had! It took a Verizon tech about 2 hours to get this phone going, and many of the apps were not down loaded. In fact, having deleted each app that was not restored, downloading it from the App Store, recalling the passwords about 2 more hours worth. Many apps have recurrently gone back to non-restored! More work to delete and download!","Rated 2.0 out of 5,",Review submitted a week ago
"People are extremely picky when it comes to a iPhone. Currently I’m writing this review on my iPhone16 promax. My IPhone 17 Promax however is amazing! Needless to say it’s all about preference. Honestly I read a lot of bad reviews about how horrible the 17 Promax iphone is and that’s a lie. People are just complaining to complain.

They are both are strong phones cameras on both are beautiful. If you’re an active person running around holding your phone all day texting I recommend a lighter phone it’s that simple.","Rated 5.0 out of 5,",Review submitted a week ago
"Overall, a significant jump from my iPhone 14 Pro Max. Feels much lighter - processing speed a little questionable though. I seem to experience some pretty significant lag when unlocking the phone. Can be a few seconds before any apps appear on the screen. Hoping this is an iOS issue that is being addressed.","Rated 4.0 out of 5,",Review submitted a week ago
"I have used the emoji creator and have not been impressed. I think my iPhone 12 Pro Max did a better job. I paid almost $2000 for this iPhone 17 Pro Max and the emoji creator is garbage and doesn’t create accurate descriptions given. Again, I think my iPhone 12 Pro Max did a better job at creating emojis. That’s a pretty big jump from an iPhone 12 to an iPhone 17 so I had a high expectation about the iPhone 17 Pro Max did not deliver!","Rated 2.0 out of 5,",Review submitted a week ago
"Battery life is abysmal, yet claimed to be the “best ever”. My iPhone 14 had the same performance and it was three years old. I miss the old iPhones. This unit was super expensive yet feels like I took a major step back, despite the 512GB of storage and upgraded camera. Apple has lost their way. No fault to Verizon whatsoever.","Rated 2.0 out of 5,",Review submitted 4 days ago
"You can feel the difference when you pick up the phone. Sturdy construction, but lighter than the pervious model. The Camera takes excellent pictures from the front and back camera. The screen is very colorful and clear.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
There’s no reason this should phone with this “new processor” should be getting hot. It doesn’t take much using for it to get hot quick. I went from a 14 to this and most noticeable difference is the battery life which I expect nothing less on a new phone and slight camera difference nothing major . Expected more,"Rated 3.0 out of 5,",Review submitted 2 weeks ago
"the iphone 17 pro max is fantastic. it’s very fast, battery lasts a long time. The camera is fabulous. Phone is light weight and I love the color 🧡","Rated 5.0 out of 5,",Review submitted a week ago
"It’s ok. Not what I really expected. The camera is good for closer objects. But the zoom, well it sucks. I’m not impressed with the camera at all. And if you have the 16 pro max. And did the 26 update. Your pretty much have the 17 pro max.","Rated 3.0 out of 5,",Review submitted 6 days ago
"I have had this iPhone for 2 weeks and I am happy with it. Camera, battery life are excellent.
I am a little skeptical about the aluminum frame, so far everything is ok.
After a few years I returned to the iPhone and I have not regretted it.
I would recommend it to anyone who is in doubt.","Rated 5.0 out of 5,",Review submitted a week ago
"Really nice phone! Feels great and looks great too (with a case). Nice and fast for all the things and the camera quality is really nice. Battery is great too, would highly recommend. The new software is kind of buggy though, that's the only downside if had with it so far, hopefully is better with future updates.","Rated 5.0 out of 5,",Review submitted 5 days ago
"Performance:MACHINE SERVICE SANGAT CANTIK
Quality:MACHINE > iPHONE

Aku order on 12 Sept but received on 25 Sep instead of the ETA date 3 Oct.
Machine is confirmed 100/10

Every year upgrade iphone from machine.

Courier company using ninjavan, very fast delivery next day from KL to Johor. 10/10.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"I hope Apple does not go pear-shaped with this review!

The short answer is a medium sized ""no"", if your iPhone 14 is still working well - particularly its battery! But a big ""Yes"", if your battery is playing up!

If you are a regular everyday user and do not get carried away with necessity to have the latest processor etc and just want a phone which will be compatible with everyday use requirements of this strange 21st Century, I would suggest you stay with your iPhone 14 and wait for the Big Leap in Mankind type of affair which will most likely come with iPhone 18 next year!

However, I personally have no regrets for upgrading my iPhone 14 Pro Max to the 17 because the battery was getting weak and did not hold well with use of IOS26. And it is here that I would STRONGLY ...","Rated 4.0 out of 5,",Review submitted 3 weeks ago
"Amazing cellphone! First, the orange color is spot on I just love the look. This is the best iPhone I have owned and I have been buying them since the iPhone 4s. It's really fast and feels good in my hand. The screen is awesome and looks great outside in the sunlight. The battery life is fantastic. It lasts me with hard use, 2 days! I can't really say anything negative about this iPhone. So far, so good!","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"I love the new iPhone 17 Pro Max, it has been a pleasant experience upgrading from my iPhone 15 Pro Max. There isn’t a laundry list of differences, but it feels well done and offers a polished experience. The camera looks great, battery life has been good, and the design makes the phone much more comfortable to hold (even with a case). I am happy with the design refresh, as it is the only real refresh we’ve had since the 11 Pro series, and the aluminum paired with the vapor chamber has made this phone run much cooler and smoother. Overall I am very pleased with this new generation of iPhone, and I have no regrets upgrading.","Rated 5.0 out of 5,",Review submitted a week ago
"I just got it today. Very nice design and feel with the big bump, which finally doesn’t rock on the table and has way better sustained performance and battery life. With the vapor chamber cooling, it barely gets hot, unlike my 15 pro max which was burning to touch while charging, causing lower performance and battery life. A massive upgrade for people who want to play games, edit, or take photos with better sustained performance or for people who just want to look at it, as the new Pro is way more eye-catching rather than minimalistic because the orange colour is very bold and is finally a phone that’s different aesthetically.

Con’s:
Stock is scarce here in nz. Expect to wait until November if you didn’t get September batch
You need a screen protector and case as seen on ...","Rated 4.0 out of 5,",Review submitted a week ago
"I found the device to not be much of drastic change initially versus my 14 pro-max. It is clearly is faster, has a better image and sound, and features tremendously longer battery life. The beta 26 software is also pretty cool and very quick. I am not finding many issues so far other than difficulty in backing up the unit that appears to be more of security/beta 26 issue.

Overall, I am very pleased with my purchase.","Rated 5.0 out of 5,",Review submitted a week ago
"Very much enjoying my new iPhone 17 Pro Max. Loaded with features and in a powerful package. There are so many negative trolls out there that speak ill rhetoric. They are desperate. Ignore them. The phone is great. Solid, reliable, and with a good case it won’t scratch! If you bend it double, it may break. Duh! Get one and just enjoy all the features and technology!","Rated 5.0 out of 5,",Review submitted 6 days ago
"The iPhone 17 Pro Max just feels different the moment you pick it up—lighter in the hand thanks to titanium, but still solid and premium. The weight is balanced so it doesn’t feel bulky, even with its big screen. It’s smooth, fast, and effortless to use, whether you’re snapping photos, gaming, or just scrolling. Everything about it feels like Apple finally nailed power and comfort in one device.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"The I phone 17 pro max is a very good mobile phone that stays cool when gaming and has a great battery life and feels nice in your hand with more rounded edges.I upgraded from a 16pro max and definitely see and feel a difference but if your upgrading from an older generation it’s worth it,I’ve put a cheap thin see through case on it from day 1 and have had no problems no scratches or bends and I have sat on it a few times now (forgot it was in my back pocket)","Rated 5.0 out of 5,",Review submitted a week ago
"This is the most difficult phone to install that I have ever had! It took a Verizon tech about 2 hours to get this phone going, and many of the apps were not down loaded. In fact, having deleted each app that was not restored, downloading it from the App Store, recalling the passwords about 2 more hours worth. Many apps have recurrently gone back to non-restored! More work to delete and download!","Rated 2.0 out of 5,",Review submitted a week ago
"People are extremely picky when it comes to a iPhone. Currently I’m writing this review on my iPhone16 promax. My IPhone 17 Promax however is amazing! Needless to say it’s all about preference. Honestly I read a lot of bad reviews about how horrible the 17 Promax iphone is and that’s a lie. People are just complaining to complain.

They are both are strong phones cameras on both are beautiful. If you’re an active person running around holding your phone all day texting I recommend a lighter phone it’s that simple.","Rated 5.0 out of 5,",Review submitted a week ago
"Overall, a significant jump from my iPhone 14 Pro Max. Feels much lighter - processing speed a little questionable though. I seem to experience some pretty significant lag when unlocking the phone. Can be a few seconds before any apps appear on the screen. Hoping this is an iOS issue that is being addressed.","Rated 4.0 out of 5,",Review submitted a week ago
"I have used the emoji creator and have not been impressed. I think my iPhone 12 Pro Max did a better job. I paid almost $2000 for this iPhone 17 Pro Max and the emoji creator is garbage and doesn’t create accurate descriptions given. Again, I think my iPhone 12 Pro Max did a better job at creating emojis. That’s a pretty big jump from an iPhone 12 to an iPhone 17 so I had a high expectation about the iPhone 17 Pro Max did not deliver!","Rated 2.0 out of 5,",Review submitted a week ago
"Battery life is abysmal, yet claimed to be the “best ever”. My iPhone 14 had the same performance and it was three years old. I miss the old iPhones. This unit was super expensive yet feels like I took a major step back, despite the 512GB of storage and upgraded camera. Apple has lost their way. No fault to Verizon whatsoever.","Rated 2.0 out of 5,",Review submitted 4 days ago
"You can feel the difference when you pick up the phone. Sturdy construction, but lighter than the pervious model. The Camera takes excellent pictures from the front and back camera. The screen is very colorful and clear.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
There’s no reason this should phone with this “new processor” should be getting hot. It doesn’t take much using for it to get hot quick. I went from a 14 to this and most noticeable difference is the battery life which I expect nothing less on a new phone and slight camera difference nothing major . Expected more,"Rated 3.0 out of 5,",Review submitted 2 weeks ago
"the iphone 17 pro max is fantastic. it’s very fast, battery lasts a long time. The camera is fabulous. Phone is light weight and I love the color 🧡","Rated 5.0 out of 5,",Review submitted a week ago
"It’s ok. Not what I really expected. The camera is good for closer objects. But the zoom, well it sucks. I’m not impressed with the camera at all. And if you have the 16 pro max. And did the 26 update. Your pretty much have the 17 pro max.","Rated 3.0 out of 5,",Review submitted 6 days ago
"I have had this iPhone for 2 weeks and I am happy with it. Camera, battery life are excellent.
I am a little skeptical about the aluminum frame, so far everything is ok.
After a few years I returned to the iPhone and I have not regretted it.
I would recommend it to anyone who is in doubt.","Rated 5.0 out of 5,",Review submitted a week ago
"Really nice phone! Feels great and looks great too (with a case). Nice and fast for all the things and the camera quality is really nice. Battery is great too, would highly recommend. The new software is kind of buggy though, that's the only downside if had with it so far, hopefully is better with future updates.","Rated 5.0 out of 5,",Review submitted 5 days ago
"Performance:MACHINE SERVICE SANGAT CANTIK
Quality:MACHINE > iPHONE

Aku order on 12 Sept but received on 25 Sep instead of the ETA date 3 Oct.
Machine is confirmed 100/10

Every year upgrade iphone from machine.

Courier company using ninjavan, very fast delivery next day from KL to Johor. 10/10.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"Quality:Good
Performance:Excellent

SUPER FAST DELIVERY! i pre-ordered my iphone 17pm during pre-order date (12/9) and i got my phone (19/9) which is the date of the release! parcel pack securely! thankyou machine","Rated 5.0 out of 5,",Review submitted 3 weeks ago
"The coat rack is a sophisticated and stylish alternative to pedestrian hall trees. It's sturdy, well made and pleasing to look at. It also provides ample room not only for coats but two shelves for hats, gloves and boots. I couldn't be happier and may buy another one for the downstairs.","Rated 5.0 out of 5,",Review submitted 2 years ago
"Really pleased with my new phone! Seems a huge step up from my iPhone 13 Pro Max!

The colour is beautiful!

Also great that you get interest free for a whole year!","Rated 5.0 out of 5,",Review submitted 6 days ago
"Performance:Excellent
Quality:Very good

order 19/9 and received at 27/9. Quite fast since the ETA suppose to be on october. Very satisfied with the purchase 👍🏻","Rated 5.0 out of 5,",Review submitted a week ago
I came from an iPhone 15 Pro. The first thing I noticed right off the bat was the battery life of the new 17 pro max which is incredible!! I personally chose silver this round after I heard about the coating chipping on the Orange and Blue models.,"Rated 5.0 out of 5,",Review submitted 2 weeks ago
So far all has been good except for one major issue after a week I finally didn’t plug in over night phone battery power died and in the morning major issues to get it back on that’s another story and it is being investigated by apple,"Rated 5.0 out of 5,",Review submitted a week ago
"Such a great device! I’ve been using an iPhone since the very 1st one. I really like the color, not really a fan of the aluminum casing. The camera is noticeably way better. I love that it has 12gb of ram over last years model.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"Yup. This baby was worth it. The iPhone works great, as all my past ones have but the camera on this bright orange device makes me jump for joy. I’m getting rid of my Canon. I only need this with me from now on.","Rated 5.0 out of 5,",Review submitted 5 days ago
Bought this iPhone a few weeks ago it’s a lot better then the 15 pro max it’s got more features on it much more better camera easy to set up and use thank you very,"Rated 5.0 out of 5,",Review submitted a week ago
"Quality:Great
Performance:Amazing

Pre-ordered on the 13 and just got it today, earlier than the ETA. Excellent service by Machines.","Rated 5.0 out of 5,",Review submitted a week ago
"I hope Apple does not go pear-shaped with this review!

The short answer is a medium sized ""no"", if your iPhone 14 is still working well - particularly its battery! But a big ""Yes"", if your battery is playing up!

If you are a regular everyday user and do not get carried away with necessity to have the latest processor etc and just want a phone which will be compatible with everyday use requirements of this strange 21st Century, I would suggest you stay with your iPhone 14 and wait for the Big Leap in Mankind type of affair which will most likely come with iPhone 18 next year!

However, I personally have no regrets for upgrading my iPhone 14 Pro Max to the 17 because the battery was getting weak and did not hold well with use of IOS26. And it is here that I would STRONGLY ...","Rated 4.0 out of 5,",Review submitted 3 weeks ago
"Amazing cellphone! First, the orange color is spot on I just love the look. This is the best iPhone I have owned and I have been buying them since the iPhone 4s. It's really fast and feels good in my hand. The screen is awesome and looks great outside in the sunlight. The battery life is fantastic. It lasts me with hard use, 2 days! I can't really say anything negative about this iPhone. So far, so good!","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"I love the new iPhone 17 Pro Max, it has been a pleasant experience upgrading from my iPhone 15 Pro Max. There isn’t a laundry list of differences, but it feels well done and offers a polished experience. The camera looks great, battery life has been good, and the design makes the phone much more comfortable to hold (even with a case). I am happy with the design refresh, as it is the only real refresh we’ve had since the 11 Pro series, and the aluminum paired with the vapor chamber has made this phone run much cooler and smoother. Overall I am very pleased with this new generation of iPhone, and I have no regrets upgrading.","Rated 5.0 out of 5,",Review submitted a week ago
"I just got it today. Very nice design and feel with the big bump, which finally doesn’t rock on the table and has way better sustained performance and battery life. With the vapor chamber cooling, it barely gets hot, unlike my 15 pro max which was burning to touch while charging, causing lower performance and battery life. A massive upgrade for people who want to play games, edit, or take photos with better sustained performance or for people who just want to look at it, as the new Pro is way more eye-catching rather than minimalistic because the orange colour is very bold and is finally a phone that’s different aesthetically.

Con’s:
Stock is scarce here in nz. Expect to wait until November if you didn’t get September batch
You need a screen protector and case as seen on ...","Rated 4.0 out of 5,",Review submitted a week ago
"I found the device to not be much of drastic change initially versus my 14 pro-max. It is clearly is faster, has a better image and sound, and features tremendously longer battery life. The beta 26 software is also pretty cool and very quick. I am not finding many issues so far other than difficulty in backing up the unit that appears to be more of security/beta 26 issue.

Overall, I am very pleased with my purchase.","Rated 5.0 out of 5,",Review submitted a week ago
"Very much enjoying my new iPhone 17 Pro Max. Loaded with features and in a powerful package. There are so many negative trolls out there that speak ill rhetoric. They are desperate. Ignore them. The phone is great. Solid, reliable, and with a good case it won’t scratch! If you bend it double, it may break. Duh! Get one and just enjoy all the features and technology!","Rated 5.0 out of 5,",Review submitted 6 days ago
"The iPhone 17 Pro Max just feels different the moment you pick it up—lighter in the hand thanks to titanium, but still solid and premium. The weight is balanced so it doesn’t feel bulky, even with its big screen. It’s smooth, fast, and effortless to use, whether you’re snapping photos, gaming, or just scrolling. Everything about it feels like Apple finally nailed power and comfort in one device.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"The I phone 17 pro max is a very good mobile phone that stays cool when gaming and has a great battery life and feels nice in your hand with more rounded edges.I upgraded from a 16pro max and definitely see and feel a difference but if your upgrading from an older generation it’s worth it,I’ve put a cheap thin see through case on it from day 1 and have had no problems no scratches or bends and I have sat on it a few times now (forgot it was in my back pocket)","Rated 5.0 out of 5,",Review submitted a week ago
"This is the most difficult phone to install that I have ever had! It took a Verizon tech about 2 hours to get this phone going, and many of the apps were not down loaded. In fact, having deleted each app that was not restored, downloading it from the App Store, recalling the passwords about 2 more hours worth. Many apps have recurrently gone back to non-restored! More work to delete and download!","Rated 2.0 out of 5,",Review submitted a week ago
"People are extremely picky when it comes to a iPhone. Currently I’m writing this review on my iPhone16 promax. My IPhone 17 Promax however is amazing! Needless to say it’s all about preference. Honestly I read a lot of bad reviews about how horrible the 17 Promax iphone is and that’s a lie. People are just complaining to complain.

They are both are strong phones cameras on both are beautiful. If you’re an active person running around holding your phone all day texting I recommend a lighter phone it’s that simple.","Rated 5.0 out of 5,",Review submitted a week ago
"Overall, a significant jump from my iPhone 14 Pro Max. Feels much lighter - processing speed a little questionable though. I seem to experience some pretty significant lag when unlocking the phone. Can be a few seconds before any apps appear on the screen. Hoping this is an iOS issue that is being addressed.","Rated 4.0 out of 5,",Review submitted a week ago
"I have used the emoji creator and have not been impressed. I think my iPhone 12 Pro Max did a better job. I paid almost $2000 for this iPhone 17 Pro Max and the emoji creator is garbage and doesn’t create accurate descriptions given. Again, I think my iPhone 12 Pro Max did a better job at creating emojis. That’s a pretty big jump from an iPhone 12 to an iPhone 17 so I had a high expectation about the iPhone 17 Pro Max did not deliver!","Rated 2.0 out of 5,",Review submitted a week ago
"Battery life is abysmal, yet claimed to be the “best ever”. My iPhone 14 had the same performance and it was three years old. I miss the old iPhones. This unit was super expensive yet feels like I took a major step back, despite the 512GB of storage and upgraded camera. Apple has lost their way. No fault to Verizon whatsoever.","Rated 2.0 out of 5,",Review submitted 4 days ago
"You can feel the difference when you pick up the phone. Sturdy construction, but lighter than the pervious model. The Camera takes excellent pictures from the front and back camera. The screen is very colorful and clear.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
There’s no reason this should phone with this “new processor” should be getting hot. It doesn’t take much using for it to get hot quick. I went from a 14 to this and most noticeable difference is the battery life which I expect nothing less on a new phone and slight camera difference nothing major . Expected more,"Rated 3.0 out of 5,",Review submitted 2 weeks ago
"the iphone 17 pro max is fantastic. it’s very fast, battery lasts a long time. The camera is fabulous. Phone is light weight and I love the color 🧡","Rated 5.0 out of 5,",Review submitted a week ago
"It’s ok. Not what I really expected. The camera is good for closer objects. But the zoom, well it sucks. I’m not impressed with the camera at all. And if you have the 16 pro max. And did the 26 update. Your pretty much have the 17 pro max.","Rated 3.0 out of 5,",Review submitted 6 days ago
"I have had this iPhone for 2 weeks and I am happy with it. Camera, battery life are excellent.
I am a little skeptical about the aluminum frame, so far everything is ok.
After a few years I returned to the iPhone and I have not regretted it.
I would recommend it to anyone who is in doubt.","Rated 5.0 out of 5,",Review submitted a week ago
"Really nice phone! Feels great and looks great too (with a case). Nice and fast for all the things and the camera quality is really nice. Battery is great too, would highly recommend. The new software is kind of buggy though, that's the only downside if had with it so far, hopefully is better with future updates.","Rated 5.0 out of 5,",Review submitted 5 days ago
"Performance:MACHINE SERVICE SANGAT CANTIK
Quality:MACHINE > iPHONE

Aku order on 12 Sept but received on 25 Sep instead of the ETA date 3 Oct.
Machine is confirmed 100/10

Every year upgrade iphone from machine.

Courier company using ninjavan, very fast delivery next day from KL to Johor. 10/10.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"Quality:Good
Performance:Excellent

SUPER FAST DELIVERY! i pre-ordered my iphone 17pm during pre-order date (12/9) and i got my phone (19/9) which is the date of the release! parcel pack securely! thankyou machine","Rated 5.0 out of 5,",Review submitted 3 weeks ago
"The coat rack is a sophisticated and stylish alternative to pedestrian hall trees. It's sturdy, well made and pleasing to look at. It also provides ample room not only for coats but two shelves for hats, gloves and boots. I couldn't be happier and may buy another one for the downstairs.","Rated 5.0 out of 5,",Review submitted 2 years ago
"Really pleased with my new phone! Seems a huge step up from my iPhone 13 Pro Max!

The colour is beautiful!

Also great that you get interest free for a whole year!","Rated 5.0 out of 5,",Review submitted 6 days ago
"Performance:Excellent
Quality:Very good

order 19/9 and received at 27/9. Quite fast since the ETA suppose to be on october. Very satisfied with the purchase 👍🏻","Rated 5.0 out of 5,",Review submitted a week ago
I came from an iPhone 15 Pro. The first thing I noticed right off the bat was the battery life of the new 17 pro max which is incredible!! I personally chose silver this round after I heard about the coating chipping on the Orange and Blue models.,"Rated 5.0 out of 5,",Review submitted 2 weeks ago
So far all has been good except for one major issue after a week I finally didn’t plug in over night phone battery power died and in the morning major issues to get it back on that’s another story and it is being investigated by apple,"Rated 5.0 out of 5,",Review submitted a week ago
"Such a great device! I’ve been using an iPhone since the very 1st one. I really like the color, not really a fan of the aluminum casing. The camera is noticeably way better. I love that it has 12gb of ram over last years model.","Rated 5.0 out of 5,",Review submitted 2 weeks ago
"Yup. This baby was worth it. The iPhone works great, as all my past ones have but the camera on this bright orange device makes me jump for joy. I’m getting rid of my Canon. I only need this with me from now on.","Rated 5.0 out of 5,",Review submitted 5 days ago
Bought this iPhone a few weeks ago it’s a lot better then the 15 pro max it’s got more features on it much more better camera easy to set up and use thank you very,"Rated 5.0 out of 5,",Review submitted a week ago
"Quality:Great
Performance:Amazing

Pre-ordered on the 13 and just got it today, earlier than the ETA. Excellent service by Machines.","Rated 5.0 out of 5,",Review submitted a week ago
"This phone feels so good. Coming from 12 pro this is like a real pleasure. Great camera and display.

New 4x camera is awesome.","Rated 5.0 out of 5,",Review submitted a week ago
Phone is nice but the service on Verizon has been abnormally bad. Doesn’t work when connected to my car and more dead zones even though I upgraded to the higher plan.,"Rated 3.0 out of 5,",Review submitted 2 weeks ago
Great tech from apple always reliable and just does what I need it to do effeciently. I also have a Galaxy S25 Ultra and to me they are the same. So you got options.,"Rated 5.0 out of 5,",Review submitted 3 weeks ago
